"lang","owner","name","file","mock","dep","origin"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","SettingsService.getNotifiers = jest.fn().mockResolvedValue(notifiers);","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.getCurrent = jest.fn().mockResolvedValue(userWithSettings);","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.getSettings = jest.fn().mockResolvedValue(userSettings);","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.saveSettings = jest.fn().mockResolvedValue({ text: 'saveSettings YAY!' });","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.resetSettings = jest.fn().mockResolvedValue({ text: 'resetSettings YAY!' });","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.changePassword = jest.fn().mockResolvedValue({ text: 'changePassword YAY!' });","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.getColumnConfigs = jest.fn().mockResolvedValue([{","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.deleteColumnConfig = jest.fn().mockResolvedValue({ text: 'deleteColumnConfig YAY!' });","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.getSpiviewFields = jest.fn().mockResolvedValue([{","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.deleteSpiviewFieldConfig = jest.fn().mockResolvedValue({ text: 'deleteSpiviewFieldConfig YAY!' });","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.getState = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","ConfigService.getMolochClusters = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.test.js","UserService.getCurrent = jest.fn().mockResolvedValue(nonAdminUserWithSettings);","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.views.test.js","jest.mock('../src/components/settings/SettingsService');","'../src/components/settings/SettingsService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.views.test.js","setViews: jest.fn()","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.views.test.js","SettingsService.getViews = jest.fn().mockResolvedValue(views);","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.views.test.js","SettingsService.deleteView = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.views.test.js","SettingsService.updateView = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.views.test.js","SettingsService.createView = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/utils.toast.test.js","const doneFn = jest.fn(() => {});","(","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/help.test.js","jest.mock('../src/components/search/FieldService');","'../src/components/search/FieldService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/files.test.js","console.info = jest.fn(); // ignore tooltip warnings","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/files.test.js","jest.mock('../src/components/files/FileService');","'../src/components/files/FileService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/files.test.js","jest.mock('../src/components/users/UserService');","'../src/components/users/UserService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/files.test.js","UserService.getPageConfig = jest.fn().mockResolvedValue({});","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/files.test.js","FileService.get = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/files.test.js","UserService.getState = jest.fn().mockResolvedValue({});","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/files.test.js","FileService.get = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","jest.mock('../src/components/users/UserService');","'../src/components/users/UserService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","jest.mock('../src/components/sessions/SessionsService');","'../src/components/sessions/SessionsService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","const $router = { push: jest.fn() };","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","setAvailableCluster: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","setSelectedCluster: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","setFocusSearch: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","setViews: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","setTimeRange: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","setExpression: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","deleteViews: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","toggleHideViz: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","toggleStickyViz: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","setFetchGraphData: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","setForcedAggregations: jest.fn()","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","SettingsService.deleteView = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","UserService.getState = jest.fn().mockResolvedValue({ data: {} });","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.search.test.js","SessionsService.tag = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.periodicqueries.test.js","jest.mock('../src/components/settings/SettingsService');","'../src/components/settings/SettingsService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.periodicqueries.test.js","replace: jest.fn()","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.periodicqueries.test.js","SettingsService.createCronQuery = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.periodicqueries.test.js","SettingsService.updateCronQuery = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.periodicqueries.test.js","SettingsService.deleteCronQuery = jest.fn().mockResolvedValue({ text: 'deleteCronQuery YAY!' });","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/settings.periodicqueries.test.js","SettingsService.getCronQueries = jest.fn().mockResolvedValue(periodicQueries);","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/utils.fieldtypeahead.test.js","console.info = jest.fn(); // don't display console.info messages","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/utils.fieldtypeahead.test.js","jest.mock('../src/components/users/UserService');","'../src/components/users/UserService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/utils.fieldtypeahead.test.js","UserService.getState = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/history.test.js","console.info = jest.fn(); // ignore tooltip warnings","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/history.test.js","jest.mock('../src/components/history/HistoryService');","'../src/components/history/HistoryService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/history.test.js","jest.mock('../src/components/users/UserService');","'../src/components/users/UserService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/history.test.js","const $router = { push: jest.fn() };","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/history.test.js","UserService.hasPermission = jest.fn(() => true);","(","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/history.test.js","HistoryService.get = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/history.test.js","HistoryService.get = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/history.test.js","HistoryService.delete = jest.fn().mockResolvedValue({","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.time.test.js","console.info = jest.fn(); // don't display console.info messages","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.time.test.js","console.warn = jest.fn(); // don't display console.warn messages","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.time.test.js","jest.mock('../src/components/users/UserService');","'../src/components/users/UserService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.time.test.js","jest.mock('../src/components/search/FieldService');","'../src/components/search/FieldService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.time.test.js","const $router = { push: jest.fn() };","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","console.info = jest.fn(); // don't display console.info messages","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","jest.mock('../src/components/users/UserService');","'../src/components/users/UserService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","jest.mock('../src/components/search/FieldService');","'../src/components/search/FieldService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","toggleHideViz: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","toggleStickyViz: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","setFocusSearch: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","UserService.getState = jest.fn().mockResolvedValue({ data: {} });","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","UserService.saveState = jest.fn().mockResolvedValue({});","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","FieldService.getCountryCodes = jest.fn().mockResolvedValue(countries);","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","FieldService.getValues = jest.fn(() => {","(","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/search.expressiontypeahead.test.js","FieldService.getField = jest.fn((search) => {","(search","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/sessions.modifyview.test.js","jest.mock('../src/components/settings/SettingsService');","'../src/components/settings/SettingsService'","interno"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/sessions.modifyview.test.js","sessionsTableState: jest.fn(() => {","(","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/sessions.modifyview.test.js","addView: jest.fn(),","","externo"
"JavaScript","arkime","arkime","../repos/JavaScript/arkime/viewer/vueapp/tests/sessions.modifyview.test.js","updateViews: jest.fn()","","externo"
